Official Symbol Interactor A	Official Symbol Interactor B
PRKAG1	TARS
PRKAG1	PRKAG2
PRKAG2	PRKAA2
PRKAG2	PRKAB2
PRKAG2	PRKAA1
PRKAG2	PRKAG1
PRKAG2	MAP1B
PRKAG2	PRKAB1
PRKAG2	MAP1LC3A
PRKAG2	PGK1
PRKAG2	PFAS
PRKAG2	FKBP4
PRKAG2	EIF3A
PRKAG2	TARS
PRKAG2	GMPS
PRKAG2	GANAB
PRKAG2	MAP1A
PRKAG2	ASNS
RAB24	GDI2
RAB24	GDI1
RAB24	NSF
RABGAP1	RABGAP1L
RASSF5	MAP1S
RASSF5	STK4
RASSF5	MAP1B
RASSF5	STK3
RASSF5	FLNC
RASSF5	ERP44
RASSF5	AGL
RASSF5	KCTD12
RB1CC1	SMCR8
RB1CC1	HSBP1
RB1CC1	ATG13
RB1CC1	C12orf44
RB1CC1	TBK1
RB1CC1	RPA1
RB1CC1	SAFB2
RB1CC1	SAFB
RB1CC1	RPA2
RB1CC1	RBMX
RB1CC1	YLPM1
SH3GLB1	SH3GLB2
SH3GLB1	USP7
SH3GLB1	CUL2
SH3GLB1	KLHDC10
SH3GLB2	SH3GLB1
SH3GLB2	UBA5
SH3GLB2	PGK1
SH3GLB2	FKBP4
SH3GLB2	PA2G4
SQSTM1	C10orf2
SQSTM1	ABHD10
SQSTM1	CEP78
SQSTM1	DIP2B
SQSTM1	MUTED
SQSTM1	EMILIN3
SQSTM1	NSUN4
SQSTM1	OSBPL8
SQSTM1	INA
SQSTM1	NIPSNAP1
SQSTM1	GBAS
SQSTM1	LLGL1
SQSTM1	HADHA
SQSTM1	GPC4
SQSTM1	HADHB
SQSTM1	CTNND1
SQSTM1	PRKCI
SQSTM1	ASPH
SQSTM1	ENPP1
SQSTM1	TRMT61B
SQSTM1	GLG1
SQSTM1	MRPL38
SQSTM1	NEFM
SQSTM1	GTF3C3
STK11	CAB39
STK11	STRADA
STK11	FKBP5
STK11	STRADB
STK11	CAB39L
STK11	CDC37
STK3	STK4
STK3	SAV1
STK3	ATG4B
STK3	PLK1
STK3	CACYBP
STK3	RASSF2
STK3	FREM1
STK4	RASSF2
STK4	RASSF4
STK4	STK3
STK4	SAV1
STK4	MAP1B
STK4	RASSF5
STK4	RASSF1
STK4	TAOK1
TECPR1	KIAA1012
TECPR1	ATG12
TECPR1	ATG5
TECPR1	ATG3
TECPR1	COL18A1
TECPR1	C4orf41
TECPR1	TTC15
TECPR1	C10orf119
TECPR1	PLOD3
TRAF2	GSK3B
TRAF2	BIRC2
TRAF2	TANK
TRAF2	BIRC3
TRAF2	TBK1
TRAF2	DIABLO
TRAF2	HTRA2
TRAF2	GOLGA3
UBA5	Ufm1
UBA5	Ufc1
UBA5	ALDH2
UBA5	SARS
UBA5	LTA4H
UBA5	GABARAPL2
UBA5	PGK1
UBA5	FKBP4
UBA5	TARS
UBA5	PDCD6IP
UBA5	PA2G4
UBA5	CBR1
UBA5	SND1
UBA5	HSD17B4
UBA5	HSP90B1
UBA5	PGM1
UBA5	ALDH7A1
UBA5	SHMT2
UBA5	HADH
UBA5	SFXN1
UBA5	GSTO1
UBA5	EIF3A
UBA5	MCM2
UBA5	COPB2
UBA5	PSMD2
UBA5	ETFA
UBA5	GANAB
UBA5	FARSB
UBA5	NAA15
UBA5	LAP3
UBA5	DDX39
UBA5	ECHS1
ULK1	RB1CC1
ULK1	PRKAA1
ULK1	GABARAPL2
ULK1	ATG4B
ULK1	G3BP1
ULK1	CDC37
ULK1	USP10
ULK1	PRKAG1
ULK1	PRKAB2
ULK2	RB1CC1
UVRAG	VPS33A
UVRAG	VPS18
UVRAG	PIK3R4
UVRAG	PIK3C3
UVRAG	PTPRA
UVRAG	KIAA0226
UVRAG	BECN1
UVRAG	TGFBRAP1
WDR45	ATG2B
WDR45	ATG2A
WIPI1	ATG2A
WIPI1	LGALS7
WIPI1	PKP1
WIPI1	HNRNPA3P1
WIPI2	BTBD8
WIPI2	NUDC
WIPI2	FLNC
WIPI2	GCN1L1
WIPI2	PFKP
WIPI2	DNAJB1
WIPI2	DNM2
PARP1	FOXO1
FOXO1	PARP1
PARP1	FOXO1
YY1	HDAC3
YY1	EP300
EP300	HDAC3
EP300	YY1
YY1	HDAC3
YY1	EP300
HIST1H3B	CRTC2
HIST1H3B	CREB1
CDT1	HDAC11
CDT1	HDAC11
KAT2B	CDT1
EP300	CDT1
BMPR2	FHL2
BMPR2	FHL2
SETD7	RELA
SETD7	RELA
SETD7	RELA
ZBTB7A	TP53
ZBTB7A	TP53
ZBTB7A	HDAC1
ZBTB7A	HDAC2
ZBTB7A	HDAC3
ZBTB7A	SIRT1
ZBTB7A	NCOR1
ZBTB7A	NCOR2
ZBTB7A	SIN3A
ZNF217	KDM1A
ZNF217	EHMT2
ZNF217	CTBP1
ZNF217	RCOR1
ZNF217	KDM5B
RCOR1	CTBP1
RCOR1	KDM5B
RCOR1	ZNF217
ARHGAP1	RHOA
SNCA	SNCA
SNCA	PAK3
SNCA	CDC42EP2
SNCA	CDC42EP3
SNCA	CDC42SE1
SNCA	ARHGAP15
SNCA	ADAP2
SNCA	CTNND1
SNCA	EPB49
SNCA	GABARAPL1
SNCA	KIAA1191
SNCA	RNF10
SNCA	MEF2D
SNCA	IARS
SNCA	VDAC1
SNCA	VDAC2
SNCA	NDUFB6
SNCA	SPTBN1
SNCA	CLTC
SNCA	AP1B1
SNCA	UQCRC2
TBP	TAF1
TBP	TAF2
TBP	TAF3
TBP	TAF4
TBP	TAF5
TBP	TAF6
TBP	TAF7
TBP	TAF9
TBP	TAF10
TBP	TAF11
TBP	TAF12
TBP	TAF13
POLR2A	POLR2B
POLR2A	POLR2C
POLR2A	POLR2E
POLR2A	POLR2F
POLR2A	POLR2G
POLR2A	POLR2H
POLR2A	POLR2I
POLR2A	POLR2J
MKX	HDAC1
MKX	SIN3A
MKX	TBP
MKX	GTF2A1
MKX	GTF2B
NFE4	PRMT5
PRMT5	DNMT3A
H2AFX	EYA1
H2AFX	EYA3
SNCA	SNCAIP
SNCA	SNCAIP
SNCAIP	SNCAIP
HSPA1A	SNCA
HSPA1A	SNCB
SNCA	HSPA1A
SNCA	LRRK2
LRRK2	SNCA
SESN2	PRDX1
SESN1	PRDX1
HSF1	SIRT1
HDAC6	FNTA
HDAC6	FNTB
HDAC6	FNTA
HDAC6	FNTB
AURKB	RB1
AURKB	RB1
AURKB	RB1
CDK2	RB1
CDK4	RB1
TP53	MDM2
SMARCB1	MLL3
SMARCB1	MLL4
SMARCB1	MLL3
NFKBIA	RELB
NFKBIA	RELA
DBC1	SUV39H1
SIRT1	SUV39H1
POLR1A	POLR1B
POLR1A	SSRP1
POLR1A	CD3EAP
POLR1A	POLR1E
POLR1A	POLR1C
POLR1A	POLR2E
POLR1A	POLR2H
POLR1A	POLR2L
POLR1A	SUPT16H
SUPT16H	POLR1E
RRN3	POLR1E
SSRP1	SUPT16H
SSRP1	POLR3E
SSRP1	POLR2A
SSRP1	POLR1A
RXRA	THRB
NCOR1	THRB
NCOR2	THRB
HDAC3	NR2C1
NR2C1	HDAC3
NR2C1	PML
NR2C1	HDAC3
RNF168	HIST2H2AC
RNF168	HIST2H2AC
KDM2B	EZH2
MAPKSP1	CDKN2A
SIRT1	KAT2B
SIRT1	KAT2B
SIRT1	E2F1
KAT2B	SIRT1
KAT2B	E2F1
CARM1	MEF2D
CARM1	MYOD1
CARM1	MYOG
PRMT5	MEF2D
PRMT5	MYOD1
PRMT5	MYOG
CHFR	HDAC1
HDAC1	CHFR
HDAC1	CHFR
NRF1	PARP1
RUVBL2	RPAP3
CHEK1	POLA1
WIF1	WNT1
SIRT7	UBTF
SGOL1	CDCA8
SGOL2	CDCA8
GIGYF2	PRPF6
GIGYF2	PRPF8
GIGYF2	DDX20
GIGYF2	SMN1
GIGYF2	GEMIN4
GIGYF2	U2AF2
GIGYF2	U2AF1L4
GIGYF2	SF3B2
GIGYF2	ATN1
GIGYF2	ELAVL1
GIGYF2	YBX1
GIGYF2	PABPC1
GIGYF2	TNRC6B
GIGYF2	FXR1
GIGYF2	EIF2C2
GIGYF2	G3BP1
GIGYF2	CAPRIN1
PTPN2	STAT1
TP53	CREBBP
SMARCE1	SMARCC2
HDAC6	HSP90AA1
PML	KAT5
PML	KAT5
PML	MDM2
KAT5	MDM2
CDKN2A	SMARCA4
CDKN2A	SMARCA4
NCOR1	PGR
PITX3	SFPQ
PITX3	NONO
PITX3	SFPQ
NR4A2	SFPQ
NR4A2	NCOR2
NR4A2	SIN3A
NR1I2	PRMT1
EHMT2	HIST1H1E
EHMT2	HIST1H1E
CBX3	HIST1H1E
L3MBTL	HIST1H1E
IWS1	SUPT6H
IWS1	SETD2
POLR2A	SUPT6H
IWS1	SUPT6H
IWS1	POLR2A
RTN1	HDAC8
YY1	HDAC2
SIRT5	RELA
SIRT6	RELA
SIRT6	RELA
RELA	SIRT6
SUMO1	PIAS4
SUMO2	PIAS4
SUMO3	PIAS4
SUMO2	PIAS1
SUMO3	PIAS1
TP53BP1	UBE2I
TP53BP1	PIAS4
BRCA1	PIAS4
BRCA1	PIAS1
TP53BP1	RNF8
TP53BP1	RNF168
BRCA1	SUMO1
BRCA1	UBE2I
SUMO1	BRCA1
SUMO2	BRCA1
PIAS1	BRCA1
PIAS4	BRCA1
BRCA1	PIAS1
BRCA1	PIAS4
UBE2I	BRCA1
ZNF335	HCFC1
ZNF335	KIAA1967
ZNF335	C11orf30
ZNF335	RBBP5
ZNF335	ASH2L
ZNF335	WDR5
ASH2L	KIAA1967
ASH2L	C11orf30
ASH2L	RBBP5
KIAA1967	ASH2L
KIAA1967	C11orf30
KIAA1967	RBBP5
C11orf30	ASH2L
C11orf30	KIAA1967
C11orf30	RBBP5
ZNF335	KIAA1967
TCF3	ID1
TCF3	ID1
PAXIP1	C16orf53
SP1	HNF4A
HNF4A	SP1
IKZF1	GATA1
ATR	FANCA
AKAP4	FSIP2
CDC25C	YWHAB
COPS5	TOR1AIP2
COPS6	TOR1AIP2
CUL4A	TOR1AIP2
DDB1	TOR1AIP2
TSC2	YWHAB
TSC2	YWHAB
TSC2	YWHAB
TSC2	YWHAB
USP3	TOR1AIP2
YWHAB	MAPT
YWHAB	TSC1
YWHAB	TSC2
YWHAB	TSC2
YWHAB	TSC2
YWHAB	TSC2
UBC	ESR1
ESR1	UBC
ESR1	UBE3A
RPS3	HSP90AA1
HSP90AA1	RPS3
RPS3	UBC
HSP90AA1	HSPA4
RPS3	HSPA4
HSP90AA1	RPS6
UBE2N	STUB1
UBE2V1	STUB1
UBE2V1	UBE2N
HSP90AA1	STUB1
HSP90AA1	UBE2N
RARRES3	TNFAIP3
NFKB2	CHUK
NFKB2	BTRC
NFKB2	BTRC
HERPUD1	SYVN1
HERPUD1	DERL1
HERPUD1	VCP
HERPUD1	SYVN1
HERPUD1	DERL1
HERPUD1	SELS
SYVN1	HERPUD1
SYVN1	DERL1
SYVN1	VCP
HERPUD1	VCP
VCP	HERPUD1
VCP	SYVN1
VCP	DERL1
SELS	HERPUD1
SELS	SYVN1
SELS	DERL1
SELS	VCP
HERPUD1	SYVN1
SYVN1	SYVN1
DERL1	SYVN1
HERPUD1	VCP
SYVN1	VCP
DERL1	VCP
NAA10	HIF1A
HIF1A	NAA10
FZR1	TPX2
FZR1	ANAPC2
FZR1	CDC20
CDC20	ANAPC2
CDC20	FZR1
TPX2	FZR1
SMAD7	UBC
SMAD3	UBC
SMAD7	KAT2B
BIRC2	TRAF2
BIRC3	TRAF2
BIRC2	TRAF2
BIRC2	DIABLO
DIABLO	BIRC2
XIAP	DIABLO
TRAF2	BIRC2
FOXL2	SMAD3
SP1	ATF7IP
SP1	ATF7IP
ATF7IP	ERCC3
ATF7IP	ERCC2
ATF7IP	POLR2A
ATF7IP	GTF2E2
ATF7IP	GTF2E1
SATB1	CTBP1
SATB1	CTBP1
CTBP1	SATB1
FOXO4	CTNNB1
FOXO3	CTNNB1
CTNNB1	FOXO3
MAF1	MAF1
VHL	HIF1A
TERF1	FBXO4
FBXO4	TERF1
FBXO4	TERF1
TERF1	FBXO4
PEX11A	DNM1L
PEX11B	DNM1L
PEX11G	DNM1L
PEX11A	FIS1
PEX11B	FIS1
PEX11G	FIS1
PEX11A	PEX11A
PEX11G	PEX11A
PEX11B	PEX11B
PEX11G	PEX11B
PEX11G	PEX11G
PEX11G	FIS1
PEX11A	FIS1
PEX11B	FIS1
HUWE1	PIAS2
HUWE1	MYC
HUWE1	PIAS2
HUWE1	MYC
UBC	MYC
HUWE1	MYC
BCAR1	CRK
BIRC2	XIAP
BIRC2	TRAF2
UBC	CDKN1A
SH3KBP1	MAP3K4
SH3KBP1	MAP3K4
MAP3K4	SH3KBP1
MAP3K4	GADD45B
MAP3K4	UBC
PJA1	SPTBN1
PJA1	SPTBN1
SPTBN1	PJA1
SPTBN1	UBC
PJA1	UBC
SMAD3	UBC
CFLAR	UBC
EGFR	CBL
EGFR	UBC
CBL	SPRY2
MDM4	YWHAE
YWHAE	MDM4
MDM2	MDM4
TP53	MDM4
MDM4	YWHAB
UBC	MDM4
UBC	MDM2
UBAC1	RNF123
UBAC1	PSMD4
PSMD7	UBAC1
UBAC1	PSMD7
UBAC1	PSMD6
UBAC1	RNF123
RNF123	UBAC1
PCNA	UBC
UBC	PCNA
WWP1	KLF5
WWP1	KLF5
KLF5	UBC
WWP1	KLF5
ATF4	UBC
ATF4	EP300
ATF4	EP300
EP300	ATF4
BTRC	ATF4
USP31	TRAF2
USP31	RELA
USP14	UBA1
EGFR	ERBB2
EGFR	UBC
AXIN1	CTNNB1
AXIN1	GSK3B
AXIN1	APC
CTNNB1	UBC
UBC	CTNNB1
UBC	XPO1
UBC	HSP90AA1
SYVN1	VCP
SYVN1	DERL1
AMFR	DERL1
AMFR	VCP
SYVN1	VCP
AMFR	VCP
VCP	DERL1
SELS	DERL1
MLH1	PMS1
RELA	HDAC1
HDAC1	RELA
MLLT1	AFF1
AFF1	CCNT1
AFF1	NT5E
CCNT1	AFF1
MLLT1	CDK9
INCENP	BIRC5
INCENP	CDCA8
INCENP	AURKB
INCENP	AURKB
BIRC5	AURKB
CDCA8	AURKB
SETD1A	CXXC1
REL	CREBBP
REL	EP300
REL	CREBBP
REL	EP300
EHMT2	UHRF1
DNMT1	UHRF1
HDAC3	BRMS1
FOS	DDX17
MDM2	DDX17
DDX17	KAT2B
CREBBP	DDX17
DDX17	EP300
EP300	DDX17
DDX17	CREBBP
DDX17	EP300
TCERG1	POLR2A
TCERG1	SMN1
HDAC4	NR1H2
HDAC4	NR1H2
YY1	CTCF
MAX	MAX
EP300	MAX
NSUN2	NPM1
AURKB	NSUN2
NSUN2	NCL
PRKDC	POU2F1
XRCC6	POU2F1
HIC1	CTBP1
CTBP1	HIC1
SELS	DERL1
SELS	DERL2
DERL1	VCP
DERL2	VCP
DERL2	DERL1
DERL2	SYVN1
DERL2	SEL1L
SEL1L	SYVN1
SEL1L	DERL2
SEL1L	DERL1
CUL1	NEDD8
GSK3B	SNCAIP
SNCAIP	GSK3B
SIAH2	SNCAIP
E2F1	UBC
MDM2	E2F1
E2F1	MDM2
E2F1	SKP2
UBE4B	TP73
TP73	UBE4B
STUB1	BAG2
STUB1	HSPA4
BAG2	STUB1
BAG2	HSPA4
INSIG1	UBC
INSIG1	AMFR
INSIG1	VCP
INSIG1	HMGCR
PARP1	HIST1H1A
SIN3A	GPS2
SIN3A	TBL1X
SIN3A	NCOR1
SIN3A	HDAC4
SIN3A	HSP90AA1
SIN3A	NR0B2
AXIN1	DAXX
AXIN1	DAXX
DAXX	AXIN1
POLR2A	CTCF
POLR2A	CTCF
CTCF	POLR2A
CTCF	POLR2A
HIST1H3A	EED
GCM1	CREBBP
GCM1	CREBBP
CREBBP	GCM1
CREBBP	GCM1
CREBBP	GCM1
CHEK1	MDM4
CHEK2	MDM4
FBXW8	CUL7
CUL7	FBXW8
CUL7	RBX1
RBX1	CUL7
MAX	MYC
MAX	MXD1
AIMP2	PARK2
AIMP2	PARK2
PARK2	AIMP2
AIMP2	STUB1
AIMP2	HSPA4
AIMP2	UBC
SUMO2	CHAF1A
SUMO3	CHAF1A
SUMO2	CHAF1A
SUMO3	CHAF1A
SUMO1	CHAF1A
CHAF1A	SUMO3
UBE2V2	UBE2N
UBE2V1	UBE2N
TMEM189	UBE2N
UBE2V2	UBE2N
UBE2V1	UBE2N
TMEM189	UBE2N
USP6	CALM2
USP6	CALM2
USP6	UBC
CDH1	PSEN1
CTNNB1	PSEN1
CTNNB1	UBC
CCNA2	UBC
CDC34	CUL1
CDC34	RBX1
RBX1	CDC34
RBX1	CUL1
EGFR	UBC
EGFR	USP8
TLE1	HDAC1
TLE1	HDAC1
NCOR1	VDR
VDR	NCOR1
ATR	ATRIP
ATR	CLK2
ATR	TOPBP1
CLK2	ATR
CLK2	TOPBP1
MDM2	TP53
ING1	TP53
ING1	CDKN2A
CDKN2A	ING1
HDAC1	CDK5R1
SS18L1	SMARCA4
SMARCA4	SS18L1
HDAC1	SMARCA4
HDAC2	SMARCA4
HDAC3	SMARCA4
SIN3A	SMARCA4
RB1	SMARCA4
HDAC1	RB1
KDM4A	KDM4A
KDM4C	KDM4A
KDM4A	KDM4C
KDM4C	KDM4C
KDM4D	KDM4D
ARIH2	UBE2L3
ARIH2	UBE2L3
ARIH2	UBC
UBC	ARIH2
ATXN3	UBC
PIN1	PLK1
PLK1	PIN1
PIN1	UBC
EPM2A	NHLRC1
EPM2A	NHLRC1
NHLRC1	EPM2A
EPM2A	GSK3B
EPM2A	GSK3B
GSK3B	EPM2A
NHLRC1	UBC
GYS1	NHLRC1
MCL1	UBC
TFAP2A	UBC
MEN1	CTNNB1
MEN1	TCF4
MEN1	TCF3
MEN1	CTNNB1
MEN1	TCF4
MEN1	TCF3
MBD1	STAT1
MBD1	PIAS1
HIF1A	HDAC4
HIF1A	HDAC5
HDAC4	HIF1A
HDAC5	HIF1A
CREB1	HDAC8
HDAC8	CREB1
HDAC8	PPP1CC
HDAC1	PPP1CC
MDM2	TRIM28
MDM2	TRIM28
TRIM28	MDM2
MDM2	TP53
TP53	HDAC1
UBC	TP53
MDM2	CDKN2A
EGFR	CBL
EGFR	UBC
NFKBIA	PSMA2
UBC	FGFR1
UBC	FGFR4
FBXW11	WEE1
FBXW11	CTNNB1
ZBTB7A	ZBTB7A
MYST1	TP53
DACH1	HDAC1
DACH1	HDAC3
DACH1	NCOR1
DACH1	JUN
JUN	DACH1
TAF1B	HIST2H2BE
TAF1B	HIST2H2AC
TAF1B	HIST2H3C
TAF1B	HIST2H4A
NLK	MYB
NLK	MYB
HIPK2	MYB
NLK	MYB
CREBBP	MYB
CREBBP	MYB
FBXW7	SREBF1
FBXW7	SREBF1
PARK2	UBC
PARK2	SNCAIP
SNCAIP	UBC
AIMP2	UBC
PARK2	AIMP2
CAMK2D	HDAC4
HDAC4	CAMK2D
SP1	HDAC1
SP1	EP300
CDYL	SMARCA4
CDYL	REST
CDYL	SETDB1
CDYL	ZNF644
CDYL	HDAC1
CDYL	HDAC2
CDYL	SMARCB1
CDYL	EHMT2
CDYL	REST
CDYL	EHMT2
WRN	CHAF1A
CHAF1A	WRN
POLB	WRN
WRN	CHAF1A
CHAF1A	WRN
WRN	CHAF1A
MAP3K10	ABL2
STAT1	ACTN4
APC	ACTN1
APC	AP2B1
MAPK14	AES
MAPK6	ANK3
APC	ANXA7
JUN	APLP2
CDC42	ARHGDIA
CDC42	ARRB1
JUN	ARRB1
SREBF2	ARRB1
CDC42	ARRB2
JUN	ATF4
YWHAE	BAD
YWHAZ	BAD
YWHAG	BAD
PAK2	DST
MAPK6	DST
NFYC	DST
APC	DST
GRB2	BTK
APC	C4A
GRB2	CBL
GRB2	CBLB
PRKACA	CLTC
WNK1	CLTC
MAP3K5	CREBBP
MAPK10	CREBBP
MKNK1	CREBBP
APC	CREBBP
MAPK6	CSE1L
TOLLIP	CSN1S1
CDC42	CSN2
GRB2	CSN2
NFYC	CSN2
RAC1	CSN2
TOLLIP	CSN2
APC	CTNNA1
MAX	CUX1
GRB2	DAB2
STAT1	DCTN1
PLEKHA5	DES
CDC42	DIAPH2
MAP3K5	DMD
GRB2	DOCK1
NFYC	DR1
PRKCE	DSP
MAPK14	DUSP1
SREBF2	EGR1
MAP3K5	EP300
PAK2	EP300
GRB2	EP300
APC	EPAS1
MEF2C	EPAS1
YWHAZ	EPB41L2
YWHAG	EPB41L2
PLEKHA5	EVPL
PLEKHA5	EXTL3
SREBF2	FHL3
MAPK14	FLNA
SRC	FLNA
APC	FLNA
WNK1	FLNC
JUN	FOS
PACSIN1	FTH1
TOLLIP	FTH1
GRB2	GAB1
STAT1	GFAP
APC	GOLGA2
UBE2I	GOLGB1
MAPK7	GOLGB1
SREBF2	GOLGB1
MAPK14	MKNK2
GRB2	RAPGEF1
CREB1	GTF2A1
MAP4K5	HCK
SOS1	HDLBP
MAPK14	HIVEP1
YWHAG	HIVEP2
YWHAZ	HIVEP2
YWHAE	HIVEP2
ARHGEF4	HLA-B
GRB2	HNRNPK
APC	AGFG1
RAPGEF2	HSPA1A
GRB2	HSPA5
SREBF2	HSPA5
APC	HSPA5
PAK1	HSP90AA1
JUN	HSP90AA1
PRKCZ	HSP90AA1
MAPK6	HSP90AB1
MKNK1	HSP90AB1
STAT1	HSP90AB1
MAPK6	HSPD1
SREBF2	ITGB4
APC	JUP
CTNNA1	JUP
RAPGEF2	KIF5A
MAP4K4	KIF5A
RAPGEF2	KIF5B
APC	KIF5B
RAC1	KPNA4
APC	KRT5
GRB2	KRT8
APC	KRT13
APC	KRT14
APC	KRT15
APC	KRT17
YWHAG	KRT18
PLEKHA5	KRT19
APC	KRT19
PLEKHA5	KTN1
APC	LAMA3
APC	LAMA4
TGFB1	LAMB1
PLEKHA5	LAMB2
YWHAZ	LCP2
GRB2	LCP2
SREBF2	ABLIM1
YWHAE	LRMP
YWHAZ	LRMP
RANBP2	LRPAP1
GRB2	MAP1A
MAPK14	MEF2C
MAPK14	MEF2D
RAPGEF2	ATP8
PACSIN1	ATP8
WNK1	ATP8
GRB2	ATP8
CDC42	COX1
YWHAE	COX2
GRB2	ND4
APC	ND4
GLUL	ND5
GRB2	MUC1
MAX	MYC
GRB2	MYH9
RAC1	MYH9
YWHAZ	MYH9
APC	MYH10
YWHAG	MYH10
YWHAE	MYH10
GRB2	MYH11
DAXX	MYH11
APC	MYH11
CDC42	MYO6
APC	MYO6
CDC42	MYO9A
APC	HNRNPM
GRB2	NCL
APC	NEB
NFYC	NFYA
SREBF2	NFYA
NFYC	NFYB
GRB2	NFYB
MAPK14	NKTR
APC	NUP98
RAC1	PAK1
CDC42	PAK1
RAC1	PAK2
CDC42	PAK2
BRAF	PAK2
CDC42	PAK3
GRB2	PIK3R1
GRB2	PIK3R2
PLEKHA5	PLEC
UBE2I	EXOSC9
YWHAE	PNLIP
WNK1	PRKAR1A
WNK1	PRKAR1B
MAP4K4	PRKCE
MKNK1	PRKDC
MEF2C	MAPK7
APC	PSMD1
SREBF2	PSMD4
RAC1	PTK2
YWHAG	PTPN3
HRAS	RGL2
HRAS	RALGDS
UBE2I	RANBP2
APC	RANBP2
RAC1	RAP1GDS1
CDC42	RAP1GDS1
GRB2	RBBP6
UBE2I	RNF4
MAPK14	ROBO1
MKNK2	RPL7A
CDC42	RPL22
APC	RPS27
S100A9	S100A8
CDC42	S100A9
SREBF2	ATXN1
RAC1	SFPQ
SOS1	ITSN1
GRB2	SLC1A2
MAP4K4	SLC9A1
WNK1	SLC9A1
GRB2	SOS2
SREBF2	SP1
NFYC	SP1
UBE2I	SP100
SOS1	SPTAN1
STAT1	SPTAN1
PLEKHA5	SPTAN1
MAPK14	SPTBN1
MEF2C	SPTBN1
STAT1	SPTBN1
PLCB1	SPTBN1
PYGO1	SPTBN1
PACSIN1	SPTBN1
SREBF2	SPTBN1
GRB2	SPTBN1
PLEKHA5	SPTBN1
APC	SPTBN1
APC	SPTBN2
NFYC	SREBF2
CREB1	SREBF2
APC	TRIM21
YWHAE	SSFA2
YWHAZ	SSFA2
YWHAG	SSFA2
GRB2	SS18
CDC42	ST13
APC	TAF1
MAX	TAF1
RANBP2	TAF1
TOLLIP	TBX3
MAPK14	TCF20
BRAF	TERF1
YWHAG	TERF1
YWHAG	TNFAIP3
YWHAZ	TNFAIP3
YWHAZ	TNS1
PACSIN1	TPM4
MAP3K4	TPR
APC	TPR
MAPK6	HSP90B1
MAPK6	CCT3
SREBF2	TTC1
MKNK1	DNAJC7
GRB2	UBA52
CDC42	UBC
GRB2	UBC
RAC1	UBC
DAXX	UBC
JUN	UBC
SREBF2	UBE2I
UBE2I	UBE2I
CREB1	UBE2I
GLUL	UBE2I
RELA	USF2
CDC42	VRK2
MAP3K3	VWF
CDC42	WAS
GRB2	WIPF1
MAX	CLIP2
YWHAE	YWHAB
YWHAZ	YWHAE
YWHAG	YWHAE
ARAF	YWHAE
PAK1	YWHAG
YWHAE	YWHAH
ARAF	YWHAZ
MAP3K4	YWHAZ
PAK1	YWHAZ
MAP2K5	YWHAZ
MEF2C	YWHAZ
YWHAZ	YWHAZ
MAPK14	ZNF142
CDC42	ZNF175
UBE2I	ZMYM2
CREB1	ZMYM2
SREBF2	ZMYM2
WNK1	ZYX
SREBF2	ZYX
WNK1	CSDE1
APC	NUP214
MAP4K4	HIST2H2BE
CDC42	CDC42BPA
GRB2	MAP4K3
PACSIN1	GAS7
NFYC	LMO4
MAPK6	MAPKAPK5
MAPK14	MAPKAPK5
TOLLIP	BHLHE40
UBE2I	PIAS1
CREB1	PIAS1
SREBF2	PIAS1
GLUL	PIAS1
YWHAZ	MADD
MAPK14	MKNK1
YWHAZ	EIF3A
SREBF2	SLC4A4
PLEKHA5	PROM1
WNK1	TSC22D1
GRB2	ASAP2
GRB2	SYNJ2
RAC1	SYNJ2
PAK1	ARHGEF7
CDC42	MCM3AP
RAC1	MCM3AP
APC	MCM3AP
CDC42	HERC2
GRB2	WASL
CDC42	WASL
UBE2I	PIAS2
GLUL	PIAS2
SREBF2	PIAS2
RAC1	LATS1
APC	SMC3
SREBF2	ARHGEF1
APC	HGS
PAK1	DYRK1B
RAC1	MAGI1
GRB2	DLGAP1
MAPK14	RPS6KA5
APC	CYTH2
CDC42	RPL23
WNK1	BAG3
MAP2K5	CDC42BPB
RIPK1	CDC42BPB
CDC42	CDC42BPB
MAPK10	Cep290
TOLLIP	HERPUD1
YWHAE	HDAC9
YWHAZ	HDAC9
MEF2C	HDAC9
RANBP2	IFT140
CDC42	ARHGAP32
GRB2	ARHGAP32
YWHAG	FAM65B
YWHAZ	FAM65B
YWHAE	HDAC4
YWHAZ	KIAA0232
YWHAE	KIAA0232
APC	NUPL1
CDC42	ARHGEF11
GRB2	GAB2
PLEKHA5	CEP350
UBE2I	SETDB1
APC	SETDB1
YWHAE	TLK1
CREB1	TOX4
APC	POM121
GRB2	HELZ
APC	NUP153
UBE2I	CASP8AP2
GLUL	CASP8AP2
SREBF2	CASP8AP2
GRB2	PDCD6IP
YWHAE	CHAF1A
YWHAG	CHAF1A
YWHAZ	CHAF1A
TOLLIP	TOM1L1
WNK1	RANBP9
APC	RANBP9
PRKACA	RANBP9
UBE2I	HIPK3
CREB1	HIPK3
GLUL	HIPK3
GRB2	HIPK3
CBX3	TRIM28
GRB2	TNK2
CDC42	TNK2
YWHAZ	MPHOSPH9
YWHAG	MPHOSPH9
CDC42	PAK4
UBE2I	PIAS3
SREBF2	PIAS3
GLUL	PIAS3
CDC42	CDC42EP2
GRB2	VAV3
CDC42	BAIAP2
MAP3K2	PIBF1
APC	COG5
RAC1	COG5
PAK1	ZNF238
YWHAE	CAP2
GRB2	DCTN2
